Title,Author,Length,Link
Social Skills for Teens Decoded,By: Yudelkis Murray,Length: 4 hrs and 9 mins,https://www.audible.com/pd/Social-Skills-for-Teens-Decoded-Audiobook/B0DB6FRRXY?qid=1722342597&sr=1-254&ref_pageloadid=wITZX1h0ValSTgzq&ref=a_search_c3_lProduct_13_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EK6F095F66Z5QW424N67&pageLoadId=A1nySmq59Ewd5XeM&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Emperor's End,By: Kyle Kirrin,Length: 16 hrs and 18 mins,https://www.audible.com/pd/Emperors-End-Audiobook/B0D5DPFBXL?qid=1722342597&sr=1-255&ref_pageloadid=wITZX1h0ValSTgzq&ref=a_search_c3_lProduct_13_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EK6F095F66Z5QW424N67&pageLoadId=A1nySmq59Ewd5XeM&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Harry Potter and the Philosopher's Stone (Narrated by Stephen Fry),By: J.K. Rowling,Length: 8 hrs and 25 mins,https://www.audible.com/pd/Harry-Potter-and-the-Philosophers-Stone-Narrated-by-Stephen-Fry-Audiobook/B0D1CSXB3Z?qid=1722342597&sr=1-256&ref_pageloadid=wITZX1h0ValSTgzq&ref=a_search_c3_lProduct_13_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EK6F095F66Z5QW424N67&pageLoadId=A1nySmq59Ewd5XeM&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Outlive,"By: Peter Attia MD, Bill Gifford - contributor",Length: 17 hrs and 7 mins,https://www.audible.com/pd/Outlive-Audiobook/B0B6444XS3?qid=1722342597&sr=1-257&ref_pageloadid=wITZX1h0ValSTgzq&ref=a_search_c3_lProduct_13_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EK6F095F66Z5QW424N67&pageLoadId=A1nySmq59Ewd5XeM&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Harry Potter and the Order of the Phoenix (Narrated by Stephen Fry),By: J.K. Rowling,Length: 29 hrs and 1 min,https://www.audible.com/pd/Harry-Potter-and-the-Order-of-the-Phoenix-Narrated-by-Stephen-Fry-Audiobook/B0D1CVZ22J?qid=1722342597&sr=1-258&ref_pageloadid=wITZX1h0ValSTgzq&ref=a_search_c3_lProduct_13_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EK6F095F66Z5QW424N67&pageLoadId=A1nySmq59Ewd5XeM&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Two Towers,By: J. R. R. Tolkien,Length: 20 hrs and 46 mins,https://www.audible.com/pd/The-Two-Towers-Audiobook/1705047580?qid=1722342597&sr=1-259&ref_pageloadid=wITZX1h0ValSTgzq&ref=a_search_c3_lProduct_13_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EK6F095F66Z5QW424N67&pageLoadId=A1nySmq59Ewd5XeM&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Secrets of a Billionaire,By: Eva Winners,Length: 10 hrs and 58 mins,https://www.audible.com/pd/Secrets-of-a-Billionaire-Audiobook/B0D9PFRHNM?qid=1722342597&sr=1-260&ref_pageloadid=wITZX1h0ValSTgzq&ref=a_search_c3_lProduct_13_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EK6F095F66Z5QW424N67&pageLoadId=A1nySmq59Ewd5XeM&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
You Like It Darker,By: Stephen King,Length: 20 hrs and 21 mins,https://www.audible.com/pd/You-Like-It-Darker-Audiobook/B0CMF7YJL9?qid=1722342601&sr=1-261&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Restless Stars,"By: Caroline Peckham, Susanne Valenti",Length: 34 hrs and 26 mins,https://www.audible.com/pd/Restless-Stars-Audiobook/B0CZY7NDZK?qid=1722342601&sr=1-262&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Mushoku Tensei,By: Rifujin na Magonote,Length: 8 hrs,https://www.audible.com/pd/Mushoku-Tensei-Audiobook/B0D9HTQYQ9?qid=1722342601&sr=1-263&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Coldest Case: The Past Has a Long Memory,"By: James Patterson, Aaron Tracy, Ryan Silbert",Length: 3 hrs and 41 mins,https://www.audible.com/pd/The-Coldest-Case-The-Past-Has-a-Long-Memory-Audiobook/B0D3JG59KR?qid=1722342601&sr=1-264&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Behind Closed Doors,By: Ken Khachigian,Length: 16 hrs and 37 mins,https://www.audible.com/pd/Behind-Closed-Doors-Audiobook/B0D9HZ63QL?qid=1722342601&sr=1-265&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Mountain Is You,By: Brianna Wiest,Length: 5 hrs and 44 mins,https://www.audible.com/pd/The-Mountain-Is-You-Audiobook/B09WY6Z8KD?qid=1722342601&sr=1-266&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Murder at Cleve College,By: Merryn Allingham,Length: 7 hrs and 23 mins,https://www.audible.com/pd/Murder-at-Cleve-College-Audiobook/B0D96N2NKD?qid=1722342601&sr=1-267&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Reckoning,"By: Caroline Peckham, Susanne Valenti",Length: 17 hrs and 40 mins,https://www.audible.com/pd/The-Reckoning-Audiobook/B09GYPTZW8?qid=1722342601&sr=1-268&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"The Word of Promise Audio Bible—New King James Version, NKJV: Complete Bible",By: Thomas Nelson Inc.,Length: 98 hrs and 1 min,https://www.audible.com/pd/The-Word-of-Promise-Audio-BibleNew-King-James-Version-NKJV-Complete-Bible-Audiobook/B003UC45I8?qid=1722342601&sr=1-269&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Demon of Unrest,By: Erik Larson,Length: 17 hrs and 18 mins,https://www.audible.com/pd/The-Demon-of-Unrest-Audiobook/B0CDQNVWH1?qid=1722342601&sr=1-270&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Value of Others,By: Orion Taraban,Length: 12 hrs and 38 mins,https://www.audible.com/pd/The-Value-of-Others-Audiobook/B0D8LLYH1B?qid=1722342601&sr=1-271&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
An Unfinished Love Story,By: Doris Kearns Goodwin,Length: 17 hrs and 38 mins,https://www.audible.com/pd/An-Unfinished-Love-Story-Audiobook/B0CFYRF5M5?qid=1722342601&sr=1-272&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Ask Not,By: Maureen Callahan,Length: 11 hrs and 18 mins,https://www.audible.com/pd/Ask-Not-Audiobook/B0CNBPP5T4?qid=1722342601&sr=1-273&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Greenlights,By: Matthew McConaughey,Length: 6 hrs and 42 mins,https://www.audible.com/pd/Greenlights-Audiobook/0593294181?qid=1722342601&sr=1-274&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Method Acting,By: N.R. Walker,Length: 6 hrs and 42 mins,https://www.audible.com/pd/Method-Acting-Audiobook/B0D9CCL32B?qid=1722342601&sr=1-275&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dune,By: Frank Herbert,Length: 21 hrs and 2 mins,https://www.audible.com/pd/Dune-Audiobook/B002V1OF70?qid=1722342601&sr=1-276&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Stand,By: Stephen King,Length: 47 hrs and 47 mins,https://www.audible.com/pd/The-Stand-Audiobook/B0077DEH7A?qid=1722342601&sr=1-277&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Power of Now,By: Eckhart Tolle,Length: 7 hrs and 37 mins,https://www.audible.com/pd/The-Power-of-Now-Audiobook/B002V0PN36?qid=1722342601&sr=1-278&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Golden Son,By: Pierce Brown,Length: 19 hrs and 3 mins,https://www.audible.com/pd/Golden-Son-Audiobook/B00R6S1RCY?qid=1722342601&sr=1-279&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Heaven's River,By: Dennis E. Taylor,Length: 16 hrs and 57 mins,https://www.audible.com/pd/Heavens-River-Audiobook/B088C4DBYP?qid=1722342601&sr=1-280&ref_pageloadid=A1nySmq59Ewd5XeM&ref=a_search_c3_lProduct_14_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X2D39H3JC7Q104E758P9&pageLoadId=COZDVYo4YAGgTdSK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Wrath of Iron,By: Chris Wraight,Length: 12 hrs and 29 mins,https://www.audible.com/pd/Wrath-of-Iron-Audiobook/B0D7MT8Z8S?qid=1722342605&sr=1-281&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Anxious Generation,By: Jonathan Haidt,Length: 10 hrs and 32 mins,https://www.audible.com/pd/The-Anxious-Generation-Audiobook/B0C9N1WLYL?qid=1722342605&sr=1-282&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Nightingale,By: Kristin Hannah,Length: 17 hrs and 19 mins,https://www.audible.com/pd/The-Nightingale-Audiobook/B00NYBQKFQ?qid=1722342605&sr=1-283&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Witch of Webs,By: pirateaba,Length: 45 hrs and 53 mins,https://www.audible.com/pd/The-Witch-of-Webs-Audiobook/B0CXFCNFKZ?qid=1722342605&sr=1-284&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Black Bird Oracle,By: Deborah Harkness,Length: 17 hrs and 3 mins,https://www.audible.com/pd/The-Black-Bird-Oracle-Audiobook/B0CPYZ6RPY?qid=1722342605&sr=1-285&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
12 Rules for Life,"By: Jordan B. Peterson, Norman Doidge MD",Length: 15 hrs and 40 mins,https://www.audible.com/pd/12-Rules-for-Life-Audiobook/B0797YBP7N?qid=1722342605&sr=1-286&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unhumans,"By: Jack Posobiec, Joshua Lisec",Length: 10 hrs and 1 min,https://www.audible.com/pd/Unhumans-Audiobook/B0D81CBRC4?qid=1722342605&sr=1-287&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
How to Talk to Anyone,By: Leil Lowndes,Length: 8 hrs and 59 mins,https://www.audible.com/pd/How-to-Talk-to-Anyone-Audiobook/B013F5WEZK?qid=1722342605&sr=1-288&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Elon Musk,By: Walter Isaacson,Length: 20 hrs and 39 mins,https://www.audible.com/pd/Elon-Musk-Audiobook/B0BX4SCV1V?qid=1722342605&sr=1-289&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Killers of the Flower Moon,By: David Grann,Length: 9 hrs and 4 mins,https://www.audible.com/pd/Killers-of-the-Flower-Moon-Audiobook/B01NAEEJJV?qid=1722342605&sr=1-290&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Fairy Tale,By: Stephen King,Length: 24 hrs and 6 mins,https://www.audible.com/pd/Fairy-Tale-Audiobook/B09R62PV4B?qid=1722342605&sr=1-291&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Can't Hurt Me,By: David Goggins,Length: 13 hrs and 37 mins,https://www.audible.com/pd/Cant-Hurt-Me-Audiobook/B07KKMNZCH?qid=1722342605&sr=1-292&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Forgiving What You Can't Forget,By: Lysa TerKeurst,Length: 8 hrs and 20 mins,https://www.audible.com/pd/Forgiving-What-You-Cant-Forget-Audiobook/1400217334?qid=1722342605&sr=1-293&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Subtle Art of Not Giving a F*ck,By: Mark Manson,Length: 5 hrs and 17 mins,https://www.audible.com/pd/The-Subtle-Art-of-Not-Giving-a-F-ck-Audiobook/B01I28NFEE?qid=1722342605&sr=1-294&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Wise Man's Fear,By: Patrick Rothfuss,Length: 42 hrs and 55 mins,https://www.audible.com/pd/The-Wise-Mans-Fear-Audiobook/B004QISZN6?qid=1722342605&sr=1-295&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dead Man's Trail,By: Donna Ball,Length: 7 hrs and 33 mins,https://www.audible.com/pd/Dead-Mans-Trail-Audiobook/B0D9R82WK6?qid=1722342605&sr=1-296&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Finish Line,By: Kate Stewart,Length: 14 hrs and 39 mins,https://www.audible.com/pd/The-Finish-Line-Audiobook/1039402380?qid=1722342605&sr=1-297&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Where the Conflict Really Lies,By: Alvin Plantinga,Length: 12 hrs and 43 mins,https://www.audible.com/pd/Where-the-Conflict-Really-Lies-Audiobook/B00L5HXTNW?qid=1722342605&sr=1-298&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unfu*k Yourself,By: Gary John Bishop,Length: 3 hrs and 24 mins,https://www.audible.com/pd/Unfu-k-Yourself-Audiobook/B0731R4RFX?qid=1722342605&sr=1-299&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Low Love, Low Fidelity",By: Love Belvin,Length: 12 hrs and 30 mins,https://www.audible.com/pd/Low-Love-Low-Fidelity-Audiobook/B0D92PVM4N?qid=1722342605&sr=1-300&ref_pageloadid=COZDVYo4YAGgTdSK&ref=a_search_c3_lProduct_15_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R9S7TY5SXY6JT50VBVNW&pageLoadId=EY5Wld7dyidQqf4Z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Future Was Now,By: Chris Nashawaty,Length: 9 hrs and 4 mins,https://www.audible.com/pd/The-Future-Was-Now-Audiobook/B0CVCFYXST?qid=1722342609&sr=1-301&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Sovranos Box Set,By: L. Steele,Length: 95 hrs and 12 mins,https://www.audible.com/ac/The-Sovranos-Box-Set-Audiobook/B0D8C2FRDN?qid=1722342609&sr=1-302&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Slow Dance,By: Rainbow Rowell,Length: 11 hrs and 31 mins,https://www.audible.com/pd/Slow-Dance-Audiobook/B0CJWJQ527?qid=1722342609&sr=1-303&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Dance with Dragons,By: George R.R. Martin,Length: 48 hrs and 55 mins,https://www.audible.com/pd/A-Dance-with-Dragons-Audiobook/B0057POQJE?qid=1722342609&sr=1-304&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Capital Murder,By: Brad Pierce,Length: 8 hrs and 38 mins,https://www.audible.com/pd/Capital-Murder-Audiobook/B0D96ND4VM?qid=1722342609&sr=1-305&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Chrysalis, Books 1-3",By: RinoZ,Length: 54 hrs and 41 mins,https://www.audible.com/pd/Chrysalis-Books-1-3-Audiobook/B0CS3XXW7C?qid=1722342609&sr=1-306&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Supercommunicators,By: Charles Duhigg,Length: 7 hrs and 28 mins,https://www.audible.com/pd/Supercommunicators-Audiobook/B0C6YM6Q41?qid=1722342609&sr=1-307&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
