Title,Author,Length,Link
I'm Glad My Mom Died,By: Jennette McCurdy,Length: 6 hrs and 26 mins,https://www.audible.com/pd/Im-Glad-My-Mom-Died-Audiobook/B09VHWHJS2?qid=1722342633&sr=1-429&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Court of Thorns and Roses,By: Sarah J. Maas,Length: 16 hrs and 7 mins,https://www.audible.com/pd/A-Court-of-Thorns-and-Roses-Audiobook/B00WRHY15Y?qid=1722342633&sr=1-430&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Leather & Lark,By: Brynne Weaver,Length: 12 hrs and 15 mins,https://www.audible.com/pd/Leather-Lark-Audiobook/B0CQTGW5SS?qid=1722342633&sr=1-431&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
House of Flame and Shadow,By: Sarah J. Maas,Length: 29 hrs and 42 mins,https://www.audible.com/pd/House-of-Flame-and-Shadow-Audiobook/B0CGSXFQYY?qid=1722342633&sr=1-432&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Red Tithe,By: Robbie MacNiven,Length: 9 hrs and 48 mins,https://www.audible.com/pd/Red-Tithe-Audiobook/B0CWLT7J9Y?qid=1722342633&sr=1-433&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Never Have I Ever,By: Joshilyn Jackson,Length: 13 hrs and 22 mins,https://www.audible.com/pd/Never-Have-I-Ever-Audiobook/006293354X?qid=1722342633&sr=1-434&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Thinking, Fast and Slow",By: Daniel Kahneman,Length: 20 hrs and 2 mins,https://www.audible.com/pd/Thinking-Fast-and-Slow-Audiobook/B005TKKCWC?qid=1722342633&sr=1-435&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Eye of the Bedlam Bride,By: Matt Dinniman,Length: 26 hrs and 46 mins,https://www.audible.com/pd/The-Eye-of-the-Bedlam-Bride-Audiobook/B0CDXWSS5D?qid=1722342633&sr=1-436&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Secret Keeper,By: Maggie Miller,Length: 8 hrs and 57 mins,https://www.audible.com/pd/The-Secret-Keeper-Audiobook/B0D9WK2723?qid=1722342633&sr=1-437&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Last Ship,By: Nicholas Sansbury Smith,Length: 12 hrs and 41 mins,https://www.audible.com/pd/The-Last-Ship-Audiobook/B0D6H1F2VQ?qid=1722342633&sr=1-438&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
SIE Exam Prep,By: Jonathan L. Reese,Length: 5 hrs and 55 mins,https://www.audible.com/pd/SIE-Exam-Prep-Audiobook/B0D9HZRZ22?qid=1722342633&sr=1-439&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The House of Eve,By: Sadeqa Johnson,Length: 10 hrs and 37 mins,https://www.audible.com/pd/The-House-of-Eve-Audiobook/B0B4ZJRCJW?qid=1722342633&sr=1-440&ref_pageloadid=4lNDITQlQZgC8coQ&ref=a_search_c3_lProduct_22_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=4R4SM8WEXRV0NY9HSKKR&pageLoadId=a7YdPK7ceiTCYTfY&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Curvy Girl Summer,By: Danielle Allen,Length: 12 hrs and 23 mins,https://www.audible.com/pd/Curvy-Girl-Summer-Audiobook/B0C94VWB1K?qid=1722342637&sr=1-441&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Junkyard Roadhouse,By: Faith Hunter,Length: 4 hrs and 36 mins,https://www.audible.com/pd/Junkyard-Roadhouse-Audiobook/B0D6HCRSK1?qid=1722342637&sr=1-442&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Nomadic Devil: The True Story of Israel Keyes America's Most Methodical Serial Killer Who Planted Murder Caches Nationwide,"By: Genoveva Ortiz, True Crime Seven",Length: 2 hrs and 42 mins,https://www.audible.com/pd/The-Nomadic-Devil-The-True-Story-of-Israel-Keyes-Americas-Most-Methodical-Serial-Killer-Who-Planted-Murder-Caches-Nationwide-Audiobook/B0D9WW29ST?qid=1722342637&sr=1-443&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Primal Mirror,By: Nalini Singh,Length: 12 hrs and 42 mins,https://www.audible.com/pd/Primal-Mirror-Audiobook/B0D1RPHH97?qid=1722342637&sr=1-444&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Love, Utley",By: S.J. Tilly,Length: 8 hrs and 40 mins,https://www.audible.com/pd/Love-Utley-Audiobook/B0D3W5D2BN?qid=1722342637&sr=1-445&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Promised Land,By: Barack Obama,Length: 29 hrs and 10 mins,https://www.audible.com/pd/A-Promised-Land-Audiobook/0525633723?qid=1722342637&sr=1-446&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Uprising,By: Joshua James,Length: 9 hrs and 49 mins,https://www.audible.com/pd/Uprising-Audiobook/B0D9HNPT8X?qid=1722342637&sr=1-447&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Morning Star,By: Pierce Brown,Length: 21 hrs and 50 mins,https://www.audible.com/pd/Morning-Star-Audiobook/B019NMZ6FE?qid=1722342637&sr=1-448&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Ballad of Songbirds and Snakes,By: Suzanne Collins,Length: 16 hrs and 16 mins,https://www.audible.com/pd/The-Ballad-of-Songbirds-and-Snakes-Audiobook/1338635204?qid=1722342637&sr=1-449&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Reckless,By: Lauren Roberts,Length: 11 hrs and 24 mins,https://www.audible.com/pd/Reckless-Audiobook/B0CQRJNQP1?qid=1722342637&sr=1-450&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Days of Want Series, Books 1-7",By: T. L. Payne,Length: 43 hrs and 42 mins,https://www.audible.com/pd/Days-of-Want-Series-Books-1-7-Audiobook/B0CS6YTGVY?qid=1722342637&sr=1-451&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Starship for Rent 4,By: M.R. Forbes,Length: 8 hrs and 33 mins,https://www.audible.com/pd/Starship-for-Rent-4-Audiobook/B0D9KMQSQH?qid=1722342637&sr=1-452&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Heaven & Earth Grocery Store,By: James McBride,Length: 12 hrs and 21 mins,https://www.audible.com/pd/The-Heaven-Earth-Grocery-Store-Audiobook/B0BPTJYRNC?qid=1722342637&sr=1-453&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Thief,By: G. S. Jennsen,Length: 9 hrs and 20 mins,https://www.audible.com/pd/The-Thief-Audiobook/B0DB9P48YH?qid=1722342637&sr=1-454&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Harry Potter and the Prisoner of Azkaban (Narrated by Stephen Fry),By: J.K. Rowling,Length: 12 hrs and 3 mins,https://www.audible.com/pd/Harry-Potter-and-the-Prisoner-of-Azkaban-Narrated-by-Stephen-Fry-Audiobook/B0D1CW8W56?qid=1722342637&sr=1-455&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Extreme Ownership,"By: Jocko Willink, Leif Babin",Length: 9 hrs and 33 mins,https://www.audible.com/pd/Extreme-Ownership-Audiobook/B015TVHUA2?qid=1722342637&sr=1-456&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Simple Marketing for Smart People,"By: Billy Broas, Tiago Forte, Ali Abdaal",Length: 3 hrs and 51 mins,https://www.audible.com/pd/Simple-Marketing-for-Smart-People-Audiobook/B0DB2NK2BH?qid=1722342637&sr=1-457&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Bad River,By: Marc Cameron,Length: 12 hrs and 54 mins,https://www.audible.com/pd/Bad-River-Audiobook/B0CQQ5QNBN?qid=1722342637&sr=1-458&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
We Are Legion (We Are Bob),By: Dennis E. Taylor,Length: 9 hrs and 56 mins,https://www.audible.com/pd/We-Are-Legion-We-Are-Bob-Audiobook/B01L082HJ2?qid=1722342637&sr=1-459&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Indaria,By: SunriseCV,Length: 13 hrs and 57 mins,https://www.audible.com/pd/Indaria-Audiobook/B0D5YZHQB3?qid=1722342637&sr=1-460&ref_pageloadid=a7YdPK7ceiTCYTfY&ref=a_search_c3_lProduct_23_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=P1EGJ0F2CCDQQA65P6R7&pageLoadId=ausB1HzClI2avMLB&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Wayward Earth,"By: Jason Anspach, J.N. Chaney",Length: 12 hrs and 40 mins,https://www.audible.com/pd/Wayward-Earth-Audiobook/B0D321MZS3?qid=1722342641&sr=1-461&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Alpha,By: Aleron Kong,Length: 14 hrs and 1 min,https://www.audible.com/pd/Alpha-Audiobook/B0D6RYZWFS?qid=1722342641&sr=1-462&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Seven Husbands of Evelyn Hugo,By: Taylor Jenkins Reid,Length: 12 hrs and 10 mins,https://www.audible.com/pd/The-Seven-Husbands-of-Evelyn-Hugo-Audiobook/B072359S7K?qid=1722342641&sr=1-463&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Cozy Witch Mysteries: Special Edition Box Set of 8 Books,By: Angela Pepper,Length: 77 hrs and 20 mins,https://www.audible.com/pd/Cozy-Witch-Mysteries-Special-Edition-Box-Set-of-8-Books-Audiobook/B0BY3J2WL4?qid=1722342641&sr=1-464&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Liver Cure,By: Russell L. Blaylock,Length: 11 hrs and 9 mins,https://www.audible.com/pd/The-Liver-Cure-Audiobook/B0D95456G2?qid=1722342641&sr=1-465&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Not Till We Are Lost,By: Dennis E. Taylor,Length: 11 hrs and 41 mins,https://www.audible.com/pd/Not-Till-We-Are-Lost-Audiobook/B0CW23CC7L?qid=1722342641&sr=1-466&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Heretical Fishing 2: A Cozy Guide to Annoying the Cults, Outsmarting the Fish, and Alienating Oneself",By: Haylock Jobson,Length: 23 hrs and 36 mins,https://www.audible.com/pd/Heretical-Fishing-2-A-Cozy-Guide-to-Annoying-the-Cults-Outsmarting-the-Fish-and-Alienating-Oneself-Audiobook/B0CZPKBY63?qid=1722342641&sr=1-467&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
All These Worlds,By: Dennis E. Taylor,Length: 7 hrs and 56 mins,https://www.audible.com/pd/All-These-Worlds-Audiobook/B07341FZDC?qid=1722342641&sr=1-468&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
For We Are Many,By: Dennis E. Taylor,Length: 8 hrs and 59 mins,https://www.audible.com/pd/For-We-Are-Many-Audiobook/B01N17THEO?qid=1722342641&sr=1-469&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
48 Laws of Power,By: Robert Greene,Length: 23 hrs and 6 mins,https://www.audible.com/pd/48-Laws-of-Power-Audiobook/B00WYDJ2YQ?qid=1722342641&sr=1-470&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Perfect Marriage,By: Jeneva Rose,Length: 8 hrs and 52 mins,https://www.audible.com/pd/The-Perfect-Marriage-Audiobook/1662045425?qid=1722342641&sr=1-471&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Witch Girl Study Group 5,By: Milo Storm,Length: 6 hrs and 43 mins,https://www.audible.com/pd/Witch-Girl-Study-Group-5-Audiobook/B0D9WSLZYR?qid=1722342641&sr=1-472&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dead Meat,By: Nick Clausen,Length: 38 hrs and 9 mins,https://www.audible.com/pd/Dead-Meat-Audiobook/B0BT667JLD?qid=1722342641&sr=1-473&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Shadow Rising,By: Robert Jordan,Length: 41 hrs and 13 mins,https://www.audible.com/pd/The-Shadow-Rising-Audiobook/B002UZML5K?qid=1722342641&sr=1-474&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Last Chance Love,By: Romeo Alexander,Length: 11 hrs and 12 mins,https://www.audible.com/pd/Last-Chance-Love-Audiobook/B0DB2MN2TZ?qid=1722342641&sr=1-475&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Lochlann Deception: Complete Series,"By: Robin D. Mahle, Elle Madison",Length: 20 hrs and 29 mins,https://www.audible.com/pd/The-Lochlann-Deception-Complete-Series-Audiobook/B0D96V61ZK?qid=1722342641&sr=1-476&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
He Who Fights with Monsters 2,"By: Shirtaloon, Travis Deverell",Length: 22 hrs and 1 min,https://www.audible.com/pd/He-Who-Fights-with-Monsters-2-Audiobook/1774249162?qid=1722342641&sr=1-477&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Name of the Wind,By: Patrick Rothfuss,Length: 27 hrs and 55 mins,https://www.audible.com/pd/The-Name-of-the-Wind-Audiobook/B002UZMLXM?qid=1722342641&sr=1-478&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Primal Hunter 2,By: Zogarth,Length: 19 hrs and 25 mins,https://www.audible.com/pd/The-Primal-Hunter-2-Audiobook/B09V5RZFDG?qid=1722342641&sr=1-479&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Learn French While You Sleep (French Edition),By: Sarah Girard,Length: 10 hrs and 19 mins,https://www.audible.com/pd/Learn-French-While-You-Sleep-French-Edition-Audiobook/B0D7XX64M5?qid=1722342641&sr=1-480&ref_pageloadid=ausB1HzClI2avMLB&ref=a_search_c3_lProduct_24_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=Q7S7C6CHX166WETEA1T1&pageLoadId=s3ydwG9EYy3JRdCC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Court of Wings and Ruin (1 of 3) [Dramatized Adaptation],By: Sarah J. Maas,Length: 6 hrs and 11 mins,https://www.audible.com/pd/A-Court-of-Wings-and-Ruin-1-of-3-Dramatized-Adaptation-Audiobook/B0B75TMRQF?qid=1722342644&sr=1-481&ref_pageloadid=s3ydwG9EYy3JRdCC&ref=a_search_c3_lProduct_25_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PFE8MB5JF7PN376DCW6E&pageLoadId=g3yS6XRGWXxxpohk&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
